100
122 200 L
37 100 D
118 600 R
47 800 R
186 100 L
188 700 L
85 300 D
132 500 L
134 100 R
117 400 D
112 500 L
77 600 L
45 700 L
30 500 R
165 300 R
145 500 R
173 600 R
70 400 R
54 100 R
137 800 L
81 600 R
55 200 D
59 300 D
147 200 R
135 200 R
180 300 D
102 800 D
125 100 D
156 300 R
175 300 R
153 100 D
157 100 D
183 400 R
155 300 R
142 800 L
197 600 R
65 700 D
40 500 L
181 600 D
189 500 D
127 300 D
64 600 L
171 700 D
123 800 L
177 300 L
131 600 R
111 200 D
138 300 D
52 300 R
31 200 L
114 600 D
24 700 R
103 600 R
163 600 R
75 100 L
13 300 R
170 800 D
144 600 D
105 500 R
50 700 D
104 800 R
148 400 L
84 100 D
44 700 R
196 200 L
98 500 D
143 800 R
48 400 D
126 600 L
10 100 D
164 300 R
79 100 L
22 300 D
69 100 D
87 300 D
124 700 L
190 200 L
66 400 L
200 800 L
2 500 L
1 300 L
16 100 L
28 500 R
33 700 L
172 600 D
94 100 L
7 300 L
119 300 R
179 800 R
41 400 L
140 200 L
115 500 L
43 500 D
68 500 R
95 200 L
51 600 R
158 400 D
53 500 D
23 300 R
42 300 L
200
1 2.2 2.1 1.1 R
2 2.7 2.1 1.7 R
3 3.2 3 3.2 D
4 3.9 1.7 1.5 R
5 1.5 3.2 1.2 L
6 3.8 3.3 3 L
7 2.6 1.8 2 D
8 3.1 2.9 3.6 L
9 3.9 3.6 3.1 R
10 1.7 3.8 3.9 D
11 2.7 3 3.3 R
12 3.7 3.8 1.2 L
13 3 1.4 2 R
14 3.6 4 3.7 R
15 1.7 1.7 1.6 D
16 3.5 1.1 3.8 D
17 3.7 2.9 1.9 L
18 2.6 1.7 4 L
19 3.7 3.3 2.9 D
20 3.1 3 3.6 L
21 3.3 1.5 3.8 R
22 1.4 3.4 3.9 L
23 1.1 1.4 1.7 D
24 1.4 1.4 2.8 L
25 3.2 3.6 1.3 L
26 1.3 1.3 2 D
27 3.6 3.8 3.4 R
28 2.8 2.9 3.6 R
29 3.3 3.3 3.8 D
30 2.7 3.6 1.6 R
31 4 2.2 2.1 L
32 2.6 3.8 1.3 L
33 3.4 1.6 2.5 D
34 1.9 3.5 3.5 L
35 3.3 2.9 2.9 L
36 1.7 2.5 3 D
37 1.7 2.8 3.5 D
38 2.4 1.1 1.9 R
39 2.3 3 2.6 D
40 2.7 2.9 1.6 R
41 3.4 3 1.6 L
42 2.5 1.1 1.6 L
43 2.9 3.5 2.7 D
44 1.9 1.6 3.4 R
45 3.4 2.9 1.8 L
46 2.9 2.7 3 L
47 1.6 1.5 4 D
48 3.4 1.5 1.3 R
49 3.4 1.9 3 L
50 1.9 3.5 2.5 D
51 2.9 1.1 3.3 D
52 1.7 2.6 2.2 L
53 1.4 2.9 1.8 D
54 1.5 3.7 3.4 R
55 1.1 3.3 1.3 D
56 3.7 1.6 2.1 D
57 2.4 1.1 4 D
58 3.5 2.4 3.1 R
59 2.5 2.3 2 D
60 3.9 3.2 3.2 L
61 2 3.9 3.5 R
62 3.6 2.9 3.5 D
63 2.1 3.8 3.1 L
64 1.4 1.2 3.9 R
65 1.2 3.8 2 D
66 2.2 4 1.9 D
67 2.3 2.9 2.8 R
68 2 2 2.3 R
69 1.9 1.7 1.5 L
70 3.5 4 1.1 L
71 3.7 3.1 2.4 L
72 3.3 2.3 2.8 D
73 2.1 3.7 3 D
74 3.7 3.8 2.9 L
75 2.7 1.7 3 D
76 2.6 1.2 2.6 D
77 1.8 3 3.9 L
78 2.9 4 1.8 R
79 3 3.1 2.6 R
80 1.4 1.3 1.6 R
81 4 3.5 1.6 D
82 3.3 3.4 1.5 L
83 4 3.4 1.5 R
84 3.5 3 2.1 L
85 2 1.9 1.5 D
86 1.9 2.2 2.4 D
87 1.3 4 2 L
88 1.2 2.5 3 L
89 2 3.5 3.8 L
90 2.8 1.3 2 R
91 3.6 2.5 1.3 D
92 1.5 2.3 3.4 R
93 3.2 3.8 2.2 D
94 2 3.6 3.8 R
95 3.5 1.8 2.9 D
96 3.3 1.8 3.9 L
97 1.3 3.6 1.3 R
98 3.8 2.3 1.7 D
99 3.7 2 2.5 L
100 3.3 1.8 2.5 R
101 1.6 3.7 2.4 R
102 3.3 2.1 3.8 R
103 2.8 2.7 2.4 R
104 3.5 2.3 2.2 D
105 1.8 2.5 2.6 L
106 3.7 3.3 3.9 D
107 1.3 2.3 3.4 D
108 3.1 1.9 1.8 D
109 1.5 3.2 2.1 D
110 1.2 1.9 2.4 R
111 3.5 3.8 4 R
112 2 2.2 2.5 R
113 3.6 1.1 3.3 D
114 3.4 3.1 2.6 D
115 1.4 1.9 3 D
116 2.7 3.8 3 D
117 2.9 4 2.8 D
118 1.8 1.2 2.1 L
119 3.9 2.1 3.1 L
120 3.2 1.6 3.5 R
121 1.7 2.7 2 D
122 1.8 3.5 3.5 R
123 1.4 2.5 1.4 D
124 2.2 3.4 2.2 L
125 3.3 3.9 3.1 L
126 1.1 1.1 1.4 D
127 2.2 3.5 1.7 L
128 4 1.2 3.1 L
129 2.9 4 1.6 D
130 3.5 4 1.6 D
131 2.5 2 2.8 D
132 1.3 4 3.7 D
133 3.9 2.7 3.7 D
134 2.8 4 3.7 D
135 3.4 1.3 1.2 D
136 1.5 3.2 3.9 D
137 3.2 1.5 2.8 R
138 1.5 3.4 2.4 R
139 1.4 1.1 2.5 L
140 4 2.1 1.2 D
141 3.7 3.8 3.7 R
142 3.8 3.3 2.3 D
143 3.6 2.5 2.4 D
144 1.7 2.3 3.2 D
145 2.7 1.9 2.4 D
146 1.3 3.7 2 L
147 3.8 3.4 2.2 D
148 1.4 2.3 3.6 D
149 2.1 3.2 2.5 L
150 2.4 3.8 3.9 L
151 2.2 2.3 1.9 R
152 3.5 1.1 2.6 R
153 1.9 3.9 1.3 R
154 3.6 2.2 2.7 D
155 1.5 3.8 3 L
156 2 2.6 1.8 D
157 1.7 3.2 3.8 D
158 2.9 3.7 4 L
159 1.9 1.9 2.8 L
160 1.9 1.4 2.5 R
161 1.3 2.8 3.9 D
162 3.9 2.5 3.1 L
163 2.2 2 2.2 D
164 3.6 2.9 2.2 L
165 2.1 2 3.2 D
166 1.6 3.1 4 R
167 3.9 2.8 2.8 L
168 3.1 1.2 3.5 D
169 2.9 3.3 3.1 R
170 1.7 2.1 3.2 R
171 3.1 1.3 2 R
172 3.1 3.1 2.7 L
173 4 1.9 1.1 L
174 4 4 3 D
175 2.7 1.7 1.6 L
176 1.8 4 1.1 D
177 3.3 3.1 2.5 D
178 1.2 1.6 2.7 D
179 1.8 3.6 1.8 D
180 2.7 3.5 4 R
181 1.3 1.1 3.2 L
182 4 2.1 4 R
183 2.7 1.5 3.4 D
184 1.5 3.5 3.2 D
185 2.6 1.7 3.6 R
186 2.2 2.2 1.9 R
187 1.8 2.6 2.8 D
188 2 2.8 2.1 R
189 2.8 1.2 2.4 R
190 2.3 2.3 1.4 D
191 2.8 3.8 3.5 D
192 3.2 2.6 2.9 L
193 3.3 2.4 3.3 L
194 3.6 1.2 3.4 L
195 2.7 2.2 3.8 D
196 3.9 1.8 1.8 R
197 2 3.2 1.4 D
198 1.5 1.8 3.1 D
199 1.5 2.6 2.5 D
200 1.2 1.3 1.3 D
