100
2 200 R
3 500 R
4 300 L
10 800 R
13 100 L
15 400 R
16 800 D
17 100 D
20 200 D
22 500 L
23 400 R
24 100 L
25 100 L
26 700 R
27 700 R
29 600 D
31 200 L
33 500 R
35 300 R
36 800 R
41 400 L
42 700 R
43 100 D
44 100 L
45 600 D
46 500 L
47 300 R
51 200 R
52 700 L
53 800 D
55 600 R
56 600 D
60 800 L
62 300 L
64 600 L
66 500 L
67 500 R
68 400 R
69 300 R
70 700 L
72 300 L
73 200 R
75 700 R
82 800 D
90 400 D
91 400 L
93 500 L
94 100 R
97 300 L
100 600 D
101 500 L
103 800 L
106 600 R
110 500 L
113 100 R
116 100 R
119 600 L
122 100 R
128 600 D
133 300 L
135 800 R
141 300 R
143 600 L
144 800 D
145 600 R
147 700 L
148 800 D
149 200 D
150 300 D
151 600 R
152 200 D
153 700 D
155 100 D
156 400 D
158 700 D
159 700 D
163 400 L
164 200 L
165 500 L
166 100 L
167 700 D
170 300 D
171 700 R
172 400 L
173 200 L
174 600 R
175 800 R
176 200 L
177 300 D
179 600 L
180 400 R
182 100 D
184 700 L
186 700 L
188 400 D
191 400 L
192 800 D
193 800 D
195 200 R
197 800 R
200
1 2.8 2.8 3.2 R
2 1.3 3.9 2.7 R
3 2.9 1.9 3.1 D
4 3.8 3.1 3.3 D
5 3.9 2.9 4 R
6 2.8 2.3 2.9 R
7 1.4 2.9 1.8 L
8 1.1 1.6 2.8 R
9 3.4 2 1.5 D
10 1.8 3.1 2 D
11 4 4 3.6 D
12 3.1 2.9 2.9 R
13 1.7 2.8 4 D
14 1.1 2.9 1.9 L
15 1.7 2.7 2.1 L
16 3.3 3.9 3.6 R
17 1.8 4 2.2 R
18 3.1 3.1 2.2 D
19 3.1 1.7 2.8 R
20 3.5 1.6 4 L
21 3.4 4 3.5 D
22 2.8 1.4 3.8 D
23 3 1.9 1.2 R
24 1.7 3.7 3.8 R
25 3.7 1.9 4 R
26 3.9 2.1 1.8 R
27 2.8 3.6 4 R
28 1.2 3.9 2.4 D
29 3.9 1.9 3 R
30 2.3 2.7 2 L
31 3.5 2.1 2.4 L
32 1.8 2.1 2.6 L
33 2.9 2.6 3 R
34 3.7 3.8 1.7 R
35 3.3 1.6 3.7 D
36 1.5 2.1 2.9 L
37 3 1.8 2.9 L
38 3.5 3.9 1.4 R
39 2 2.7 3 R
40 3.8 1.6 3 R
41 3.1 2 1.4 R
42 1.7 2.1 1.1 D
43 2.7 3.7 3.3 D
44 1.8 2.2 3.5 D
45 2.9 2.4 3.8 R
46 2.2 1.1 1.2 D
47 2.8 3.2 1.8 R
48 3.7 3.7 1.1 R
49 1.6 1.5 1.3 R
50 2.6 1.4 2.2 L
51 4 1.5 3.3 L
52 2.6 2.8 1.4 L
53 1.1 1.2 2.8 R
54 1.3 3 1.3 R
55 2.2 2 1.5 L
56 1.7 1.5 3.4 R
57 2 3.7 3.5 D
58 4 1.7 3.6 D
59 2.2 2.9 1.7 D
60 1.7 2 1.2 L
61 2.2 3 2.9 R
62 2 3.1 1.3 D
63 1.1 1.7 3.9 L
64 2.2 3.2 2.9 D
65 2.9 2.3 2.5 R
66 3 2.1 2.9 L
67 4 3.5 3.8 L
68 1.5 4 2.2 R
69 3 1.1 3.9 D
70 3.1 1.2 3 D
71 1.8 2.8 3.7 R
72 2 2.6 2 D
73 3.8 3.5 2.7 R
74 1.6 1.6 2.8 L
75 1.1 2.5 2.1 L
76 2.5 3.3 3.1 L
77 3.3 3 1.3 R
78 3.2 3.2 1.5 D
79 2 1.2 2.9 R
80 2.7 3.9 2.7 R
81 3.3 1.4 1.1 D
82 1.9 2.9 1.3 L
83 1.4 2.4 2.4 R
84 1.6 1.5 3.1 D
85 3.5 3.3 2.2 R
86 2.5 2.6 2.5 D
87 2.7 1.4 2.2 L
88 1.2 3.9 2.7 D
89 1.2 2.8 3.2 R
90 1.6 3.5 3 L
91 1.8 1.4 3.6 R
92 1.8 2.7 2.2 L
93 2 3.4 2.8 D
94 1.9 1.3 2.7 D
95 1.6 3.9 3.9 L
96 3.7 2.5 1.2 D
97 1.2 3.4 2 L
98 2.8 3.9 2.7 D
99 1.3 2.3 2 L
100 3.9 3.1 2.3 L
101 2.5 4 1.2 D
102 1.3 2.8 2.9 L
103 2.7 2.7 2.6 R
104 1.2 2.7 2.3 L
105 2 3.2 2.1 D
106 3.1 3.7 3.3 D
107 1.9 1.2 1.3 L
108 3.3 2.5 2.6 L
109 2.5 2.7 1.1 R
110 1.5 2.9 3.5 D
111 1.6 2 1.5 L
112 3.6 2.7 2 L
113 1.9 3.1 1.2 D
114 2.7 3.5 3.2 D
115 3.6 3.4 1.4 R
116 1.9 2.9 3.6 D
117 1.6 3.6 2 L
118 2.5 1.4 1.1 R
119 2.4 1.6 3.7 L
120 3.2 1.6 2.4 D
121 3.6 2.6 3.9 R
122 2 3 1.9 L
123 2.4 2.2 3.5 D
124 4 3 2.5 L
125 2.6 3.5 2.5 D
126 3.9 2.6 3 R
127 3.1 2.6 3.1 R
128 3.2 1.4 2.2 R
129 3 2 4 D
130 4 1.8 1.6 R
131 2.9 4 1.5 R
132 3 3 3.4 L
133 2.4 1.9 1.6 R
134 3.5 3.5 3.3 R
135 2.1 2.4 3.7 L
136 2.8 1.9 2.9 L
137 2.9 2.9 1.6 R
138 3.7 2.1 4 R
139 2.1 1.5 1.4 D
140 3.4 3.8 1.5 L
141 1.7 2 2.9 L
142 1.5 2.2 2.5 R
143 3.5 2.2 2.7 R
144 3.1 1.6 2.8 L
145 3.4 3.4 3.6 R
146 1.5 3.6 1.5 R
147 4 1.9 2.5 D
148 1.6 3 4 R
149 4 2.8 2.3 L
150 4 3.7 2.9 D
151 1.9 1.6 1.5 D
152 2.1 3.3 1.7 L
153 2.6 1.2 3.4 D
154 3.8 3.9 1.6 D
155 1.8 3 3 R
156 1.9 3 3.5 L
157 1.8 1.7 2.2 L
158 1.4 1.1 4 R
159 1.6 1.4 2.1 R
160 3.7 2.7 3.1 R
161 2.9 2.5 1.3 R
162 2.4 1.8 2.3 D
163 3.7 1.3 1.4 L
164 3.2 3.8 2.5 D
165 1.5 3.7 1.5 L
166 3.7 1.4 3.1 L
167 1.8 1.1 2.9 L
168 2.8 2 2.6 L
169 3.4 2.8 3.3 L
170 3.6 1.6 3.7 D
171 1.8 4 3.9 D
172 3.8 2.3 3.8 L
173 1.9 1.2 2.1 L
174 1.6 1.2 1.9 R
175 1.2 3.7 2.7 R
176 1.6 1.3 3.7 D
177 3.1 2.9 1.7 R
178 3.5 1.4 1.9 L
179 1.3 1.7 1.2 L
180 3 3.9 1.4 D
181 1.1 2.4 1.4 L
182 2.6 2.2 3 R
183 1.9 1.6 1.7 R
184 1.9 1.3 2.4 D
185 3.2 3.1 2.5 R
