10000
9 400 L
12 200 D
16 600 L
45 500 D
56 300 D
57 700 R
63 400 D
68 800 L
83 600 L
93 500 R
96 400 D
99 500 D
105 400 R
107 400 D
117 700 L
141 100 L
151 200 L
155 800 L
156 800 D
169 200 D
170 700 L
172 100 D
174 700 R
176 500 D
177 800 D
193 300 L
199 200 L
204 200 L
213 300 R
218 500 R
219 600 L
224 500 L
225 700 L
236 600 D
240 100 D
241 600 R
298 200 D
312 200 D
314 200 L
320 100 D
324 800 D
330 800 L
349 600 D
352 600 D
361 200 D
373 600 D
376 400 D
378 100 R
399 300 D
405 200 L
410 100 L
437 100 L
441 300 D
445 200 L
468 400 R
475 400 L
480 800 D
485 400 R
492 200 D
497 800 D
508 700 R
527 600 L
536 100 R
537 300 D
549 600 D
562 500 R
564 800 D
612 300 R
638 400 L
642 100 D
657 500 L
658 600 D
663 700 R
666 700 L
673 400 L
684 200 L
690 300 R
695 400 D
705 600 D
717 500 D
721 100 L
723 800 R
728 600 L
729 400 L
731 400 D
745 700 D
761 400 L
764 700 L
767 400 R
793 800 L
803 600 L
805 300 D
806 700 D
815 200 L
819 100 R
829 500 L
837 200 D
841 100 D
843 300 R
846 500 D
847 300 D
853 400 L
855 300 R
869 700 R
871 100 L
918 100 D
931 600 L
936 200 L
952 100 R
957 600 R
972 300 D
976 500 L
979 200 L
984 100 R
1020 700 R
1024 400 L
1030 100 L
1041 800 D
1064 100 L
1067 600 R
1077 400 D
1102 100 R
1129 600 D
1135 100 R
1136 200 D
1150 200 R
1153 400 L
1156 300 L
1161 100 R
1165 100 R
1186 200 D
1200 200 L
1201 600 L
1204 300 D
1208 600 R
1210 400 D
1230 700 D
1239 800 D
1249 400 D
1253 700 R
1258 300 L
1260 400 D
1267 400 D
1268 800 R
1269 700 R
1279 700 D
1284 400 L
1291 700 L
1310 200 L
1313 500 R
1326 100 D
1327 100 R
1334 100 R
1339 600 R
1349 200 L
1351 300 D
1352 200 L
1353 600 R
1365 400 L
1367 500 R
1369 400 R
1373 400 R
1377 500 R
1392 300 R
1395 500 D
1408 600 L
1414 400 D
1432 500 R
1446 100 R
1453 200 R
1465 600 D
1471 700 R
1474 100 L
1482 600 R
1483 200 R
1499 800 D
1502 800 L
1505 800 D
1507 500 D
1513 700 R
1517 600 D
1522 600 R
1524 600 D
1543 800 D
1578 100 D
1585 600 D
1605 200 D
1608 200 R
1625 600 D
1638 600 L
1641 700 R
1649 300 R
1657 300 L
1673 400 L
1677 400 R
1691 100 R
1697 700 L
1714 500 L
1731 600 R
1746 200 D
1757 800 R
1758 100 R
1774 400 R
1803 300 D
1808 200 D
1809 500 D
1832 300 D
1838 400 L
1850 500 R
1854 600 L
1855 200 R
1860 200 L
1862 700 D
1875 300 L
1892 600 R
1897 300 D
1902 500 R
1911 300 R
1915 600 L
1944 400 R
1947 600 L
1952 200 L
1964 700 R
1986 500 D
1992 700 L
1995 700 R
1997 700 L
1998 200 L
2030 600 D
2035 800 R
2039 500 D
2045 200 R
2046 200 D
2053 400 L
2058 600 R
2063 400 D
2071 800 L
2091 700 R
2096 100 R
2113 400 R
2120 700 L
2145 800 L
2163 300 L
2170 100 R
2172 400 L
2225 500 L
2227 300 R
2230 100 R
2241 500 R
2254 300 D
2259 600 L
2285 200 L
2295 100 L
2299 200 R
2301 200 L
2311 200 R
2321 600 D
2326 700 L
2338 600 L
2392 700 L
2399 100 L
2407 800 R
2421 700 D
2425 700 D
2426 800 D
2446 200 L
2464 400 D
2471 800 L
2476 200 D
2493 500 D
2495 200 D
2503 800 D
2506 400 R
2518 500 R
2530 800 D
2538 500 L
2540 500 L
2564 200 D
2567 300 L
2587 400 R
2593 200 L
2610 800 R
2623 200 L
2648 500 R
2672 100 R
2681 600 R
2695 200 D
2700 400 D
2703 100 D
2705 300 L
2712 100 D
2714 100 R
2767 700 D
2780 300 D
2786 600 L
2788 800 R
2796 200 L
2800 500 R
2801 600 L
2808 800 D
2812 800 D
2839 700 R
2843 800 R
2858 800 L
2879 500 R
2880 700 R
2884 100 R
2895 400 R
2903 100 D
2907 300 L
2951 800 L
2952 300 D
2955 200 R
2957 100 D
2959 200 L
2961 300 D
2969 500 R
2976 600 L
2982 500 R
2987 200 D
2995 800 R
2998 200 L
3014 800 L
3043 600 R
3072 200 L
3088 200 R
3099 800 D
3101 500 R
3108 800 L
3113 300 R
3118 400 R
3128 500 R
3143 100 R
